"LOCATION,""Country"",""REG_ID"",""Region"",""IND"",""Indicator"",""ISC11"",""Education ISCED level"",""GENDER"",""Gender"",""MEAS"",""Measure"",""TIME"",""Year"",""Unit Code"",""Unit"",""PowerCode Code"",""PowerCode"",""Reference Period Code"",""Reference Period"",""Value"",""Flag Codes"",""Flags"""
"DNK,""Denmark"",""DNK"",""Denmark"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""T"",""Total"",""VALUE"",""Value"",""2010"",""2010"",""PC"",""Percentage"",""0"",""Units"",,,42.3,,"
"DNK,""Denmark"",""DNK"",""Denmark"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""T"",""Total"",""VALUE"",""Value"",""2011"",""2011"",""PC"",""Percentage"",""0"",""Units"",,,43.1,,"
"DNK,""Denmark"",""DNK"",""Denmark"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""T"",""Total"",""VALUE"",""Value"",""2012"",""2012"",""PC"",""Percentage"",""0"",""Units"",,,42.9,,"
"DNK,""Denmark"",""DNK"",""Denmark"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""T"",""Total"",""VALUE"",""Value"",""2013"",""2013"",""PC"",""Percentage"",""0"",""Units"",,,42.7,,"
"DNK,""Denmark"",""DNK"",""Denmark"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""T"",""Total"",""VALUE"",""Value"",""2014"",""2014"",""PC"",""Percentage"",""0"",""Units"",,,43.3,""b"",""There is a break in the series when data for the latest year refer to ISCED 2011 and data for previous years refer to ISCED-97."""
"DNK,""Denmark"",""DNK"",""Denmark"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""T"",""Total"",""VALUE"",""Value"",""2015"",""2015"",""PC"",""Percentage"",""0"",""Units"",,,43.2,,"
"DNK,""Denmark"",""DNK"",""Denmark"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""T"",""Total"",""VALUE"",""Value"",""2016"",""2016"",""PC"",""Percentage"",""0"",""Units"",,,42.5,""b"",""There is a break in the series when data for the latest year refer to ISCED 2011 and data for previous years refer to ISCED-97."""
"DNK,""Denmark"",""DNK"",""Denmark"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""T"",""Total"",""VALUE"",""Value"",""2017"",""2017"",""PC"",""Percentage"",""0"",""Units"",,,42.1,""b"",""There is a break in the series when data for the latest year refer to ISCED 2011 and data for previous years refer to ISCED-97."""
"DNK,""Denmark"",""DNK"",""Denmark"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""T"",""Total"",""VALUE"",""Value"",""2018"",""2018"",""PC"",""Percentage"",""0"",""Units"",,,41.6,,"
"DNK,""Denmark"",""DNK"",""Denmark"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""T"",""Total"",""VALUE"",""Value"",""2019"",""2019"",""PC"",""Percentage"",""0"",""Units"",,,41.2,,"
"DNK,""Denmark"",""DNK"",""Denmark"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""T"",""Total"",""VALUE"",""Value"",""2020"",""2020"",""PC"",""Percentage"",""0"",""Units"",,,40.9,,"
"DNK,""Denmark"",""DNK"",""Denmark"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""T"",""Total"",""VALUE"",""Value"",""2021"",""2021"",""PC"",""Percentage"",""0"",""Units"",,,40.2,""b"",""There is a break in the series when data for the latest year refer to ISCED 2011 and data for previous years refer to ISCED-97."""
"FIN,""Finland"",""FIN"",""Finland"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""T"",""Total"",""VALUE"",""Value"",""2000"",""2000"",""PC"",""Percentage"",""0"",""Units"",,,40.9,""b"",""There is a break in the series when data for the latest year refer to ISCED 2011 and data for previous years refer to ISCED-97."""
"FIN,""Finland"",""FIN"",""Finland"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""T"",""Total"",""VALUE"",""Value"",""2001"",""2001"",""PC"",""Percentage"",""0"",""Units"",,,41.5,,"
"FIN,""Finland"",""FIN"",""Finland"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""T"",""Total"",""VALUE"",""Value"",""2002"",""2002"",""PC"",""Percentage"",""0"",""Units"",,,42.6,,"
"FIN,""Finland"",""FIN"",""Finland"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""T"",""Total"",""VALUE"",""Value"",""2003"",""2003"",""PC"",""Percentage"",""0"",""Units"",,,42.9,,"
"FIN,""Finland"",""FIN"",""Finland"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""T"",""Total"",""VALUE"",""Value"",""2004"",""2004"",""PC"",""Percentage"",""0"",""Units"",,,43.4,,"
"FIN,""Finland"",""FIN"",""Finland"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""T"",""Total"",""VALUE"",""Value"",""2005"",""2005"",""PC"",""Percentage"",""0"",""Units"",,,44.2,,"
"FIN,""Finland"",""FIN"",""Finland"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""T"",""Total"",""VALUE"",""Value"",""2006"",""2006"",""PC"",""Percentage"",""0"",""Units"",,,44.5,,"
"FIN,""Finland"",""FIN"",""Finland"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""T"",""Total"",""VALUE"",""Value"",""2007"",""2007"",""PC"",""Percentage"",""0"",""Units"",,,44.2,,"
"FIN,""Finland"",""FIN"",""Finland"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""T"",""Total"",""VALUE"",""Value"",""2008"",""2008"",""PC"",""Percentage"",""0"",""Units"",,,44.5,,"
"FIN,""Finland"",""FIN"",""Finland"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""T"",""Total"",""VALUE"",""Value"",""2009"",""2009"",""PC"",""Percentage"",""0"",""Units"",,,44.7,,"
"FIN,""Finland"",""FIN"",""Finland"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""T"",""Total"",""VALUE"",""Value"",""2010"",""2010"",""PC"",""Percentage"",""0"",""Units"",,,44.8,,"
"FIN,""Finland"",""FIN"",""Finland"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""T"",""Total"",""VALUE"",""Value"",""2011"",""2011"",""PC"",""Percentage"",""0"",""Units"",,,44.4,,"
"FIN,""Finland"",""FIN"",""Finland"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""T"",""Total"",""VALUE"",""Value"",""2012"",""2012"",""PC"",""Percentage"",""0"",""Units"",,,45.1,,"
"FIN,""Finland"",""FIN"",""Finland"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""T"",""Total"",""VALUE"",""Value"",""2013"",""2013"",""PC"",""Percentage"",""0"",""Units"",,,45.3,,"
"FIN,""Finland"",""FIN"",""Finland"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""T"",""Total"",""VALUE"",""Value"",""2014"",""2014"",""PC"",""Percentage"",""0"",""Units"",,,44.7,""b"",""There is a break in the series when data for the latest year refer to ISCED 2011 and data for previous years refer to ISCED-97."""
"FIN,""Finland"",""FIN"",""Finland"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""T"",""Total"",""VALUE"",""Value"",""2015"",""2015"",""PC"",""Percentage"",""0"",""Units"",,,45,,"
"FIN,""Finland"",""FIN"",""Finland"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""T"",""Total"",""VALUE"",""Value"",""2016"",""2016"",""PC"",""Percentage"",""0"",""Units"",,,45,,"
"FIN,""Finland"",""FIN"",""Finland"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""T"",""Total"",""VALUE"",""Value"",""2017"",""2017"",""PC"",""Percentage"",""0"",""Units"",,,44.6,,"
"FIN,""Finland"",""FIN"",""Finland"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""T"",""Total"",""VALUE"",""Value"",""2018"",""2018"",""PC"",""Percentage"",""0"",""Units"",,,44.7,,"
"FIN,""Finland"",""FIN"",""Finland"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""T"",""Total"",""VALUE"",""Value"",""2019"",""2019"",""PC"",""Percentage"",""0"",""Units"",,,44.1,,"
"FIN,""Finland"",""FIN"",""Finland"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""T"",""Total"",""VALUE"",""Value"",""2020"",""2020"",""PC"",""Percentage"",""0"",""Units"",,,43.6,,"
"FIN,""Finland"",""FIN"",""Finland"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""T"",""Total"",""VALUE"",""Value"",""2021"",""2021"",""PC"",""Percentage"",""0"",""Units"",,,46.6,""b"",""There is a break in the series when data for the latest year refer to ISCED 2011 and data for previous years refer to ISCED-97."""
"FRA,""France"",""FRA"",""France"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""T"",""Total"",""VALUE"",""Value"",""2000"",""2000"",""PC"",""Percentage"",""0"",""Units"",,,40.7,,"
"FRA,""France"",""FRA"",""France"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""T"",""Total"",""VALUE"",""Value"",""2001"",""2001"",""PC"",""Percentage"",""0"",""Units"",,,40.7,,"
"FRA,""France"",""FRA"",""France"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""T"",""Total"",""VALUE"",""Value"",""2002"",""2002"",""PC"",""Percentage"",""0"",""Units"",,,40.6,,"
"FRA,""France"",""FRA"",""France"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""T"",""Total"",""VALUE"",""Value"",""2003"",""2003"",""PC"",""Percentage"",""0"",""Units"",,,41.2,""b"",""There is a break in the series when data for the latest year refer to ISCED 2011 and data for previous years refer to ISCED-97."""
"FRA,""France"",""FRA"",""France"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""T"",""Total"",""VALUE"",""Value"",""2004"",""2004"",""PC"",""Percentage"",""0"",""Units"",,,41.4,,"
"FRA,""France"",""FRA"",""France"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""T"",""Total"",""VALUE"",""Value"",""2005"",""2005"",""PC"",""Percentage"",""0"",""Units"",,,41.3,,"
"FRA,""France"",""FRA"",""France"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""T"",""Total"",""VALUE"",""Value"",""2006"",""2006"",""PC"",""Percentage"",""0"",""Units"",,,41.2,,"
"FRA,""France"",""FRA"",""France"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""T"",""Total"",""VALUE"",""Value"",""2007"",""2007"",""PC"",""Percentage"",""0"",""Units"",,,41.8,,"
"FRA,""France"",""FRA"",""France"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""T"",""Total"",""VALUE"",""Value"",""2008"",""2008"",""PC"",""Percentage"",""0"",""Units"",,,42.4,,"
"FRA,""France"",""FRA"",""France"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""T"",""Total"",""VALUE"",""Value"",""2009"",""2009"",""PC"",""Percentage"",""0"",""Units"",,,41.7,,"
"FRA,""France"",""FRA"",""France"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""T"",""Total"",""VALUE"",""Value"",""2010"",""2010"",""PC"",""Percentage"",""0"",""Units"",,,41.8,,"
"FRA,""France"",""FRA"",""France"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""T"",""Total"",""VALUE"",""Value"",""2011"",""2011"",""PC"",""Percentage"",""0"",""Units"",,,41.9,,"
"FRA,""France"",""FRA"",""France"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""T"",""Total"",""VALUE"",""Value"",""2012"",""2012"",""PC"",""Percentage"",""0"",""Units"",,,41.7,,"
"FRA,""France"",""FRA"",""France"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""T"",""Total"",""VALUE"",""Value"",""2013"",""2013"",""PC"",""Percentage"",""0"",""Units"",,,42.9,""b"",""There is a break in the series when data for the latest year refer to ISCED 2011 and data for previous years refer to ISCED-97."""
"FRA,""France"",""FRA"",""France"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""T"",""Total"",""VALUE"",""Value"",""2014"",""2014"",""PC"",""Percentage"",""0"",""Units"",,,43.5,""b"",""There is a break in the series when data for the latest year refer to ISCED 2011 and data for previous years refer to ISCED-97."""
"FRA,""France"",""FRA"",""France"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""T"",""Total"",""VALUE"",""Value"",""2015"",""2015"",""PC"",""Percentage"",""0"",""Units"",,,43.5,,"
"FRA,""France"",""FRA"",""France"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""T"",""Total"",""VALUE"",""Value"",""2016"",""2016"",""PC"",""Percentage"",""0"",""Units"",,,43.5,,"
"FRA,""France"",""FRA"",""France"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""T"",""Total"",""VALUE"",""Value"",""2017"",""2017"",""PC"",""Percentage"",""0"",""Units"",,,43.1,,"
"FRA,""France"",""FRA"",""France"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""T"",""Total"",""VALUE"",""Value"",""2018"",""2018"",""PC"",""Percentage"",""0"",""Units"",,,42.4,,"
"FRA,""France"",""FRA"",""France"",""NEAC_SHARE_EA_Y25T64"",""Share of population 25 to 64 year-olds by educational attainment"",""L3T4"",""Upper secondary and post-secondary non-tertiary education"",""T"",""Total"",""VALUE"",""Value"",""2019"",""2019"",""PC"",""Percentage"",""0"",""Units"",,,42.5,,"
